ACTR3C	chr7	-	150020634
ACTR5	chr20	+	37377102
ACTR6	chr12	+	100594592
ACTR8	chr3	-	53916179
ACTRT1	chrX	-	127186382
ACTRT2	chr1	+	2938030
ACTRT3	chr3	-	169487349
ACVR1	chr2	-	158732842
ACVR1B	chr12	+	52345482
ACVR1C	chr2	-	158485376
ACVR2A	chr2	+	148602085
ACVR2B	chr3	+	38495380
ACVR2B-AS1	chr3	-	38496311
ACVRL1	chr12	+	52301287
ACY1	chr3	+	52017550
ACY3	chr11	-	67418201
ACYP1	chr14	-	75536193
ACYP2	chr2	+	54198249
ADA	chr20	-	43280340
ADA2	chr22	-	17702738
ADAD1	chr4	+	123300165
ADAD2	chr16	+	84224762
ADAL	chr15	+	43622869
ADAM10	chr15	-	59041906
ADAM11	chr17	+	42836355
ADAM12	chr10	-	128077046
ADAM15	chr1	+	155023791
ADAM17	chr2	-	9695959
ADAM18	chr8	+	39442086
ADAM19	chr5	-	157002783
ADAM2	chr8	-	39695746
ADAM20	chr14	-	71001721
ADAM20P1	chr14	-	70950473
ADAM21	chr14	+	70918890
ADAM21P1	chr14	-	70714518
ADAM22	chr7	+	87563565
ADAM23	chr2	+	207308255
ADAM28	chr8	+	24151581
ADAM29	chr4	+	175839508
ADAM30	chr1	-	120439138
ADAM32	chr8	+	38965047
ADAM33	chr20	-	3662657
ADAM3A	chr8	-	39380508
ADAM3B	chr16	-	49552496
ADAM5	chr8	+	39172150
ADAM6	chr14	-	106438358
ADAM7	chr8	+	24298538
ADAM7-AS1	chr8	-	24406131
ADAM7-AS2	chr8	-	24372381
ADAM8	chr10	-	135090372
ADAM9	chr8	+	38854491
ADAMDEC1	chr8	+	24241797
ADAMTS1	chr21	-	28217728
ADAMTS10	chr19	-	8675600
ADAMTS12	chr5	-	33892095
ADAMTS13	chr9	+	136279456
ADAMTS14	chr10	+	72432261
ADAMTS15	chr11	+	130318539
ADAMTS16	chr5	+	5140442
ADAMTS16-DT	chr5	-	5140167
ADAMTS17	chr15	-	100882180
ADAMTS18	chr16	-	77468931
ADAMTS19	chr5	+	128795990
ADAMTS19-AS1	chr5	-	128796382
ADAMTS2	chr5	-	178772462
ADAMTS20	chr12	-	43946006
ADAMTS3	chr4	-	73434938
ADAMTS4	chr1	-	161168844
ADAMTS5	chr21	-	28339407
ADAMTS6	chr5	-	64777747
ADAMTS7	chr15	-	79103806
ADAMTS7P1	chr15	+	82585620
ADAMTS8	chr11	-	130298504
ADAMTS9	chr3	-	64673676
ADAMTS9-AS1	chr3	+	64547021
ADAMTS9-AS2	chr3	+	64670545
ADAMTSL1	chr9	+	18474150
ADAMTSL2	chr9	+	136397285
ADAMTSL3	chr15	+	84322874
ADAMTSL4	chr1	+	150521883
ADAMTSL4-AS1	chr1	-	150547028
ADAMTSL5	chr19	-	1513018
ADAP1	chr7	-	995043
ADAP2	chr17	+	29248962
ADAR	chr1	-	154600473
ADARB1	chr21	+	46494492
ADARB2	chr10	-	1779719
ADARB2-AS1	chr10	+	1568824
ADAT1	chr16	-	75657179
ADAT2	chr6	-	143771832
ADAT3	chr19	+	1905397
ADCK1	chr14	+	78266451
ADCK2	chr7	+	140372744
ADCK5	chr8	+	145597735
ADCY1	chr7	+	45613966
ADCY10	chr1	-	167883372
ADCY10P1	chr6	+	41068772
ADCY2	chr5	+	7396250
ADCY3	chr2	-	25143106
ADCY4	chr14	-	24804277
ADCY5	chr3	-	123167937
ADCY6	chr12	-	49182872
ADCY6-DT	chr12	+	49182929
ADCY7	chr16	+	50300461
ADCY8	chr8	-	132053155
ADCY9	chr16	-	4166443
ADCYAP1	chr18	+	904871
ADCYAP1R1	chr7	+	31091922
ADD1	chr4	+	2845570
ADD2	chr2	-	70995332
ADD3	chr10	+	111756130
ADD3-AS1	chr10	-	111768139
ADGB	chr6	+	146920107
ADGB-DT	chr6	-	146920067
ADGRA1	chr10	+	134901427
ADGRA1-AS1	chr10	-	134900201
ADGRA2	chr8	+	37654400
ADGRA3	chr4	-	22517689
ADGRB1	chr8	+	143531009
ADGRB2	chr1	-	32229941
ADGRB3	chr6	+	69345173
ADGRB3-DT	chr6	-	69344216
ADGRD1	chr12	+	131438451
ADGRD1-AS1	chr12	-	131478521
ADGRD2	chr9	+	127212729
ADGRE1	chr19	+	6887589
ADGRE2	chr19	-	14889372
ADGRE3	chr19	-	14785656
ADGRE4P	chr19	-	6997862
ADGRE5	chr19	+	14491955
ADGRF1	chr6	-	47010068
ADGRF2	chr6	+	47624207
ADGRF3	chr2	-	26569657
ADGRF4	chr6	+	47666315
ADGRF5	chr6	-	46922676
ADGRF5-AS1	chr6	+	46871207
ADGRG1	chr16	+	57653649
ADGRG2	chrX	-	19140586
ADGRG3	chr16	+	57702217
ADGRG4	chrX	+	135383121
ADGRG5	chr16	+	57576554
ADGRG6	chr6	+	142623143
ADGRG7	chr3	+	100328444
ADGRL1	chr19	-	14316981
ADGRL1-AS1	chr19	+	14247963
ADGRL2	chr1	+	81771816
ADGRL3	chr4	+	62066043
ADGRL3-AS1	chr4	-	63027483
ADGRL4	chr1	-	79472415
ADGRV1	chr5	+	89854613
ADH1A	chr4	-	100212142
ADH1B	chr4	-	100242558
ADH1C	chr4	-	100273903
ADH4	chr4	-	100065448
ADH5	chr4	-	100009939
ADH6	chr4	-	100140403
ADH7	chr4	-	100356499
ADHFE1	chr8	+	67344738
ADI1	chr2	-	3523302
ADIG	chr20	+	37209839
ADIPOQ	chr3	+	186560498
ADIPOQ-AS1	chr3	-	186579157
ADIPOR1	chr1	-	202927700
ADIPOR2	chr12	+	1800235
ADIRF	chr10	+	88728238
ADIRF-AS1	chr10	-	88730997
ADK	chr10	+	75910978
ADM	chr11	+	10326619
ADM2	chr22	+	50919971
ADM5	chr19	+	50192850
ADNP	chr20	-	49547974
ADNP-AS1	chr20	+	49547520
ADNP2	chr18	+	77867145
ADO	chr10	+	64564479
ADORA1	chr1	+	203096853
ADORA2A	chr22	+	24819564
ADORA2A-AS1	chr22	-	24891042
ADORA2B	chr17	+	15848443
ADORA3	chr1	-	112046255
ADPGK	chr15	-	73076099
ADPGK-AS1	chr15	+	73075175
ADPRH	chr3	+	119298338
ADPRHL1	chr13	-	114107803
ADPRM	chr17	+	10600910
ADPRS	chr1	+	36554492
ADRA1A	chr8	-	26723172
ADRA1B	chr5	+	159343488
ADRA1D	chr20	-	4229934
ADRA2A	chr10	+	112836786
ADRA2B	chr2	-	96782310
ADRA2C	chr4	+	3768111
ADRB1	chr10	+	115803624
ADRB2	chr5	+	148206173
ADRB3	chr8	-	37824117
ADRM1	chr20	+	60877951
ADSL	chr22	+	40742503
ADSS1	chr14	+	105190565
ADSS2	chr1	-	244615362
ADTRP	chr6	-	11779036
AEBP1	chr7	+	44143943
AEBP2	chr12	+	19592425
AEN	chr15	+	89164570
AFAP1	chr4	-	7941588
AFAP1-AS1	chr4	+	7755816
AFAP1L1	chr5	+	148651421
AFAP1L2	chr10	-	116164261
AFDN	chr6	+	168227243
AFDN-DT	chr6	-	168227476
AFF1	chr4	+	87856162
AFF1-AS1	chr4	-	87856002
AFF2	chrX	+	147582136
AFF3	chr2	-	100759052
AFF4	chr5	-	132299326
AFG1L	chr6	+	108616257
AFG3L1P	chr16	+	90038987
AFG3L2	chr18	-	12377226
AFM	chr4	+	74347461
AFMID	chr17	+	76183442
AFP	chr4	+	74301937
AFTPH	chr2	+	64751461
AFTPH-DT	chr2	-	64751289
AGA	chr4	-	178363591
AGAP1	chr2	+	236402686
AGAP1-IT1	chr2	+	236414394
AGAP10P	chr10	+	46173963
AGAP11	chr10	+	88730092
AGAP12P	chr10_jh591181_fix	-	2221536
AGAP13P	chr10	-	48922822
AGAP14P	chr10_jh591181_fix	+	608375
AGAP2	chr12	-	58135944
AGAP2-AS1	chr12	+	58120022
AGAP3	chr7	+	150782953
AGAP4	chr10	-	46350138
AGAP5	chr10	-	75457867
AGAP6	chr10	+	51748127
AGAP7P	chr10	-	51486327
AGAP9	chr10	+	48215723
AGBL1	chr15	+	86622850
AGBL1-AS1	chr15	-	86860199
AGBL2	chr11	-	47736921
AGBL3	chr7	+	134671258
AGBL4	chr1	-	50489626
AGBL4-AS1	chr1	+	49723082
AGBL4-IT1	chr1	-	49937757
AGBL5	chr2	+	27274290
AGBL5-AS1	chr2	-	27273132
AGER	chr6	-	32152030
AGFG1	chr2	+	228336871
AGFG2	chr7	+	100136825
AGGF1	chr5	+	76326228
AGK	chr7	+	141251209
AGL	chr1	+	100315916
AGMAT	chr1	-	15911546
AGMO	chr7	-	15601640
AGO1	chr1	+	36335361
AGO2	chr8	-	141645732
AGO3	chr1	+	36396705
AGO4	chr1	+	36273236
AGPAT1	chr6	-	32145885
AGPAT2	chr9	-	139581909
AGPAT3	chr21	+	45285103
AGPAT4	chr6	-	161695093
AGPAT4-IT1	chr6	-	161583014
AGPAT5	chr8	+	6566162
AGPS	chr2	+	178257500
AGR2	chr7	-	16844623
AGR3	chr7	-	16921607
AGRN	chr1	+	955499
AGRP	chr16	-	67517450
AGT	chr1	-	230881329
AGTPBP1	chr9	-	88356944
AGTR1	chr3	+	148415689
AGTR2	chrX	+	115301996
AGTRAP	chr1	+	11796192
AGXT	chr2	+	241808240
AGXT2	chr5	-	35048054
AHCTF1	chr1	-	247095250
AHCTF1P1	chr2	-	162364413
AHCY	chr20	-	32899608
AHCYL1	chr1	+	110527386
AHCYL2	chr7	+	128864870
AHDC1	chr1	-	27930655
AHI1	chr6	-	135818878
AHI1-DT	chr6	+	135818938
AHNAK	chr11	-	62314278
AHNAK2	chr14	-	105444711
AHR	chr7	+	17338275
AHRR	chr5	+	321828
AHSA1	chr14	+	77924209
AHSA2P	chr2	+	61404552
AHSG	chr3	+	186330848
AHSP	chr16	+	31539220
AICDA	chr12	-	8765455
AIDA	chr1	-	222885833
AIF1	chr6	+	31583010
AIF1L	chr9	+	133971917
AIFM1	chrX	-	129299815
AIFM2	chr10	-	71892581
AIFM3	chr22	+	21319459
AIG1	chr6	+	143382025
AIM2	chr1	-	159046556
AIMP1	chr4	+	107236700
AIMP2	chr7	+	6048902
AIP	chr11	+	67250496
AIPL1	chr17	-	6338441
AIRE	chr21	+	45705758
AIRN	chr6	-	160428696
AJAP1	chr1	+	4714668
AJM1	chr9	+	139736929
AJUBA	chr14	-	23451760
AK1	chr9	-	130641900
AK2	chr1	-	33502484
AK3	chr9	-	4742043
AK4	chr1	+	65613234
AK5	chr1	+	77747703
AK6	chr5_gl339449_alt	-	153020
AK7	chr14	+	96858464
AK8	chr9	-	135754433
AK9	chr6	-	110012405
AKAIN1	chr18	-	5197690
AKAP1	chr17	+	55162606
AKAP10	chr17	-	19881141
AKAP11	chr13	+	42846287
AKAP12	chr6	+	151561101
AKAP13	chr15	+	85923833
AKAP14	chrX	+	119029855
AKAP17A	chrX	+	1710496
AKAP17BP	chrX	-	118391636
AKAP3	chr12	-	4758217
AKAP4	chrX	-	49965658
AKAP5	chr14	+	64932216
AKAP6	chr14	+	32798503
AKAP7	chr6	+	131456606
AKAP8	chr19	-	15490598
AKAP8L	chr19	-	15529799
AKAP9	chr7	+	91570175
AKIP1	chr11	+	8932735
AKIRIN1	chr1	+	39456947
AKIRIN2	chr6	-	88411951
AKNA	chr9	-	117156685
AKNAD1	chr1	-	109400866
AKR1A1	chr1	+	46016497
AKR1B1	chr7	-	134143991
AKR1B10	chr7	+	134212318
AKR1B15	chr7	+	134233861
AKR1C1	chr10	+	5005606
AKR1C2	chr10	-	5060192
AKR1C3	chr10	+	5090972
AKR1C4	chr10	+	5238799
AKR1C6P	chr10	-	4958465
AKR1C8	chr10_jh636060_fix	-	214816
AKR1D1	chr7	+	137761204
AKR1E2	chr10	+	4868368
AKR7A2	chr1	-	19638640
AKR7A2P1	chr1	+	113465971
AKR7A3	chr1	-	19615264
AKR7L	chr1	-	19600616
AKT1	chr14	-	105262085
AKT1S1	chr19	-	50381613
AKT2	chr19	-	40791252
AKT3	chr1	-	244006584
AKT3-IT1	chr1	-	243957702
AKTIP	chr16	-	53537121
ALAD	chr9	-	116163564
ALAS1	chr3	+	52232098
ALAS2	chrX	-	55057410
ALB	chr4	+	74270003
ALCAM	chr3	+	105085752
ALDH16A1	chr19	+	49956481
ALDH18A1	chr10	-	97416468
ALDH1A1	chr9	-	75567969
ALDH1A2	chr15	-	58357909
ALDH1A2-AS1	chr15	+	58357422
ALDH1A3	chr15	+	101420035
ALDH1A3-AS1	chr15	-	101459488
ALDH1B1	chr9	+	38392698
ALDH1L1	chr3	-	125900029
ALDH1L1-AS1	chr3	+	125822482
ALDH1L1-AS2	chr3	+	125898907
ALDH1L2	chr12	-	105478236
ALDH2	chr12	+	112204736
ALDH3A1	chr17	-	19651611
ALDH3A2	chr17	+	19551448
ALDH3B1	chr11	+	67776016
ALDH3B2	chr11	-	67448723
ALDH4A1	chr1	-	19229049
ALDH5A1	chr6	+	24495196
ALDH6A1	chr14	-	74551156
ALDH7A1	chr5	-	125930911
ALDH8A1	chr6	-	135271239
ALDH9A1	chr1	-	165667799
ALDOA	chr16	+	30075599
ALDOB	chr9	-	104198056
ALDOC	chr17	-	26903913
ALG1	chr16	+	5121843
ALG10	chr12	+	34175430
ALG10B	chr12	+	38710575
ALG11	chr13	+	52586533
ALG12	chr22	-	50312086
ALG13	chrX	+	110924397
ALG14	chr1	-	95538507
ALG14-AS1	chr1	+	95527151
ALG1L	chr3	-	125709380
ALG1L2	chr3	+	129800673
ALG1L9P	chr11	-	71524905
ALG2	chr9	-	101984224
ALG3	chr3	-	183967313
ALG5	chr13	-	37573477
ALG6	chr1	+	63833297
ALG8	chr11	-	77850672
ALG9	chr11	-	111742305
ALK	chr2	-	30144452
ALKAL1	chr8	-	53477990
ALKAL2	chr2	-	288091
ALKBH1	chr14	-	78174366
ALKBH2	chr12	-	109531277
ALKBH3	chr11	+	43902380
ALKBH3-AS1	chr11	-	43942494
ALKBH4	chr7	-	102105310
ALKBH5	chr17	+	18087141
ALKBH6	chr19	-	36505141
ALKBH7	chr19	+	6372804
ALKBH8	chr11	-	107436461
ALLC	chr2	+	3705789
ALMS1	chr2	+	73612885
ALMS1-IT1	chr2	+	73684229
ALMS1P1	chr2	+	73872045
ALOX12	chr17	+	6899367
ALOX12-AS1	chr17	-	6915653
ALOX12B	chr17	-	7991034
ALOX12P2	chr17	+	6756894
ALOX15	chr17	-	4544973
ALOX15B	chr17	+	7942376
ALOX15P1	chr17	+	6561037
ALOX5	chr10	+	45869663
ALOX5AP	chr13	+	31287621
ALOXE3	chr17	-	8022234
ALPG	chr2	+	233271553
ALPI	chr2	+	233320862
ALPK1	chr4	+	113218524
ALPK2	chr18	-	56296323
ALPK3	chr15	+	85360586
ALPL	chr1	+	21835476
ALPP	chr2	+	233243460
ALS2	chr2	-	202645656
ALS2CL	chr3	-	46735169
ALX1	chr12	+	85673997
ALX3	chr1	-	110613294
ALX4	chr11	-	44331689
ALYREF	chr17	-	79849463
AMACR	chr5	-	34008155
AMBN	chr4	+	71457972
AMBP	chr9	-	116840580
AMBRA1	chr11	-	46615573
AMD1	chr6	+	111135819
AMDHD1	chr12	+	96337108
AMDHD2	chr16	+	2570371
AMELX	chrX	+	11311532
AMELY	chrY	-	6779793
AMER1	chrX	-	63425588
AMER2	chr13	-	25746426
AMER3	chr2	+	131513112
AMFR	chr16	-	56459457
AMH	chr19	+	2249321
AMHR2	chr12	+	53817638
AMIGO1	chr1	-	110052349
AMIGO2	chr12	-	47473734
AMIGO3	chr3	-	49757117
AMMECR1	chrX	-	109683461
AMMECR1L	chr2	-	128643530
AMN	chr14	+	103388999
AMN1	chr12	-	31882108
AMOT	chrX	-	112084059
AMOTL1	chr11	+	94501521
AMOTL2	chr3	-	134094259
AMPD1	chr1	-	115238167
AMPD2	chr1	+	110162458
AMPD3	chr11	+	10471934
AMPH	chr7	-	38670973
AMT	chr3	-	49459906
AMTN	chr4	+	71384285
AMY1A	chr1	+	104198140
AMY1B	chr1	-	104239075
AMY1C	chr1	+	104292275
AMY2A	chr1	+	104160048
AMY2B	chr1	+	104097265
AMZ1	chr7	+	2727835
AMZ2	chr17	+	66202269
AMZ2P1	chr17	-	62971703
ANAPC1	chr2	-	112641770
ANAPC10	chr4	-	146019723
ANAPC11	chr17	+	79848665
ANAPC13	chr3	-	134204865
ANAPC15	chr11	-	71823741
ANAPC16	chr10	+	73975769
ANAPC1P1	chr2	+	87088909
ANAPC1P2	chr2	-	87303536
ANAPC1P4	chr2	+	88000501
ANAPC1P6	chr2	+	106986200
ANAPC2	chr9	-	140083012
ANAPC4	chr4	+	25378884
ANAPC5	chr12	-	121792012
ANAPC7	chr12	-	110841513
ANG	chr14	+	21152335
ANGEL1	chr14	-	77279225
ANGEL2	chr1	-	213189209
ANGPT1	chr8	-	108510146
ANGPT2	chr8	-	6420766
ANGPT4	chr20	-	896977
ANGPTL1	chr1	-	178840212
ANGPTL2	chr9	-	129884914
ANGPTL3	chr1	+	63063190
ANGPTL4	chr19	+	8429038
ANGPTL5	chr11	-	101787253
ANGPTL6	chr19	-	10216866
ANGPTL7	chr1	+	11249411
ANGPTL8	chr19	+	11350294
ANHX	chr12	-	133812463
ANK1	chr8	-	41754259
ANK2	chr4	+	113626777
ANK3	chr10	-	62493286
ANKAR	chr2	+	190539395
ANKDD1A	chr15	+	65204100
ANKDD1B	chr5	+	74907277
ANKEF1	chr20	+	10015634
ANKFN1	chr17	+	54230835
ANKFY1	chr17	-	4167274
ANKH	chr5	-	14871887
ANKHD1	chr5	+	139781417
ANKHD1-EIF4EBP3	chr5	+	139781417
ANKIB1	chr7	+	91875287
ANKK1	chr11	+	113258500
ANKLE1	chr19	+	17392709
ANKLE2	chr12	-	133338418
ANKMY1	chr2	-	241500481
ANKMY2	chr7	-	16685379
ANKRA2	chr5	-	72861464
ANKRD1	chr10	-	92680844
ANKRD10	chr13	-	111567416
ANKRD11	chr16	-	89556969
ANKRD12	chr18	+	9136778
ANKRD13A	chr12	+	110437234
ANKRD13B	chr17	+	27920149
ANKRD13C	chr1	-	70820405
ANKRD13D	chr11	+	67056773
ANKRD16	chr10	-	5931856
ANKRD17	chr4	-	74124515
ANKRD18A	chr9	-	38620593
ANKRD18B	chr9	+	33524248
ANKRD18CP	chr9	-	100001024
ANKRD18DP	chr3	-	197807564
ANKRD19P	chr9	+	95571892
ANKRD2	chr10	+	99332197
ANKRD20A1	chr9	+	67926376
ANKRD20A11P	chr21	-	15352765
ANKRD20A12P	chr1	-	142713605
ANKRD20A19P	chr13	-	24523454
ANKRD20A4-ANKRD20A20P	chr9	+	69381811
ANKRD20A5P	chr18	+	14179095
ANKRD20A8P	chr2	-	95522820
ANKRD20A9P	chr13	-	19446107
ANKRD22	chr10	-	90611601
ANKRD23	chr2	-	97509758
ANKRD24	chr19	+	4182685
ANKRD26	chr10	-	27389423
ANKRD26P1	chr16	-	46603009
ANKRD26P3	chr13	-	19919113
ANKRD27	chr19	-	33166086
ANKRD28	chr3	-	15901321
ANKRD29	chr18	-	21242875
ANKRD30A	chr10	+	37414525
ANKRD30B	chr18	+	14748170
ANKRD30BL	chr2	-	133015606
ANKRD30BP2	chr21	+	14410486
ANKRD30BP3	chr10	+	45650109
ANKRD31	chr5	-	74532703
ANKRD33	chr12	+	52281886
ANKRD33B	chr5	+	10564181
ANKRD34A	chr1_jh636052_fix	-	2779988
ANKRD34B	chr5	-	79866099
ANKRD34C	chr15	+	79575063
ANKRD34C-AS1	chr15	-	79576287
