FSTL1	chr3	-	120450992
FTCD	chr21	-	46155567
FUCA1	chr1	-	23868290
FYB1	chr5	-	39219563
GAB3	chrX	-	154751077
GAS2	chr11	+	22666611
GATA1	chrX	+	48786540
GATD1	chr11	-	777487
GLP1R	chr6	+	39048781
GLRB	chr4	+	157076150
GLYATL3	chr6	+	49499923
GOLGA5	chr14	+	92794305
GOLGA8O	chr15	-	32455634
GPR148	chr2	+	130729070
GPR155	chr2	-	174487029
GPR63	chr6	-	96837477
GRK4	chr4	+	2963571
GRM5	chr11	-	89065982
GSTA2	chr6	-	52763475
GSTZ1	chr14	+	77321363
GTF2H2	chrCHR_HSCHR5_1_CTG1_1	-	70411316
GULP1	chr2	+	188570038
H2AC6	chr6	+	26124203
H4C8	chr6	-	26285534
HAGHL	chr16	+	726936
HDAC7	chr12	-	47819903
HELQ	chr4	-	83455823
HIPK4	chr19	-	40390181
HNF1B	chrCHR_HSCHR17_7_CTG4	-	37749771
HNRNPCL3	chr1	+	13060769
HOXC6	chr12	+	54015897
HOXD10	chr2	+	176116778
HPN	chr19	+	35040506
HS3ST4	chr16	+	25691959
HSP90AB1	chr6	+	44247866
HSPA2	chr14	+	64535905
HSPD1	chr2	-	197499840
IFNK	chr9	+	27524290
IGFLR1	chr19	-	35742452
IKZF5	chr10	-	123008687
IL12B	chr5	-	159330487
IL1R2	chr2	+	101991960
IL21	chr4	-	122621066
IL7	chr8	-	78805523
IMMT	chr2	-	86195462
IMP4	chr2	+	130342897
INTS13	chr12	-	26937981
INTS4	chr11	-	77994715
IP6K1	chr3	-	49786194
IP6K2	chr3	-	48717216
IPCEF1	chr6	-	154356803
IQCN	chr19	-	18274452
IRF2BP1	chr19	-	45886141
ITGAL	chr16	+	30472742
KCNK9	chr8	-	139704109
KDM5D	chrY	-	19744726
KIAA1586	chr6	+	57046532
KIF25	chr6	+	167997671
KIF4A	chrX	+	70290104
KIF6	chr6	-	39725408
KISS1	chr1	-	204196491
KIT	chr4	+	54657889
KLHDC1	chr14	+	49693120
KLHDC7A	chr1	+	18480930
KLK4	chr19	-	50911395
KLK6	chr19	-	50968972
KRR1	chr12	-	75511609
KRT78	chr12	-	52848994
KRTAP4-4	chr17	-	41160748
KRTAP5-6	chrCHR_HSCHR11_2_CTG1_1	+	1694414
KRTAP6-2	chr21	-	30598902
KRTAP7-1	chr21	-	30829759
LAS1L	chrX	-	65534787
LAYN	chr11	+	111540508
LDOC1	chrX	-	141177129
LGALS9	chr17	+	27629798
LIF	chr22	-	30246759
LLPH	chr12	-	66130750
LPAR5	chr12	-	6631649
LPCAT3	chr12	-	7018476
LPXN	chr11	-	58578166
LRRK1	chr15	+	100919357
LSM3	chr3	+	14178817
LY96	chr8	+	73991392
LYZL4	chr3	-	42410610
MAFG	chr17	-	81927735
MAGEA8	chrX	+	149881141
MANEAL	chr1	+	37793847
MAP3K14	chr17	-	45290976
MAP9	chr4	-	155376965
MAPK12	chr22	-	50261716
MAPKAPK5	chr12	+	111842228
MAS1L	chr6	-	29487956
MAVS	chr20	+	3846834
MCM4	chr8	+	47960936
MCM8	chr20	+	5950652
MDP1	chrCHR_HG1_PATCH	-	24216065
MET	chr7	+	116672196
MGA	chr15	+	41660397
MIS18BP1	chr14	-	45253202
MLXIPL	chr7	-	73624514
MPHOSPH10	chr2	+	71130310
MPHOSPH8	chr13	+	19633659
MTERF3	chr8	-	96261610
MTFMT	chr15	-	65029639
MTLN	chr2	-	110245420
MUC22	chr6	+	31010474
MXD4	chr4	-	2262109
MYH8	chr17	-	10421950
NAA20	chr20	+	20017390
NAGLU	chr17	+	42536241
NAIP	chr5	-	71025339
NAP1L3	chrX	-	93673578
NAP1L4	chrCHR_HSCHR11_1_CTG7	-	2991260
NAPSA	chr19	-	50365639
NAT14	chr19	+	55485188
NATD1	chr17	-	21253410
NBPF11	chr1	-	148152322
NDUFA1	chrX	+	119871832
NDUFB5	chr3	+	179604794
NDUFC1	chr4	-	139302477
NEFL	chr8	-	24956612
NES	chr1	-	156677407
NEURL1	chr10	+	103493705
NKX2-3	chr10	+	99532942
NLK	chr17	+	28042677
NNT	chr5	+	43602723
NOL10	chr2	-	10689958
NPIPA5	chrCHR_HSCHR16_1_CTG1	-	15463457
NPIPB3	chr16	-	21405319
NPTX2	chr7	+	98617285
NR1H2	chr19	+	50358606
NRP1	chr10	-	33336262
NTMT1	chr9	+	129626153
NUMA1	chr11	-	72080515
OLFML1	chr11	+	7485506
OPN4	chr10	+	86654518
OR10W1	chr11	-	58268260
OR13A1	chr10	-	45308868
OR2J3	chr6	+	29108216
OR2T2	chr1	+	248445637
OR51G1	chr11	-	4924339
OR52A5	chr11	-	5138251
OR52E4	chr11	+	5880629
OR5B3	chr11	-	58406874
OR6V1	chrCHR_HSCHR7_2_CTG6	+	143113507
OR7E24	chr19	+	9247344
OR8K1	chrCHR_HG142_HG150_NOVEL_TEST	+	56346039
OR9G4	chr11	-	56748697
OR9G9	chrCHR_HG151_NOVEL_TEST	+	56711466
OSM	chr22	-	30266851
OTUB2	chrCHR_HSCHR14_7_CTG1	+	94026329
PARP10	chr8	-	143986460
PCDH19	chrX	-	100410273
PCMTD2	chr20	+	64255748
PDCD4	chr10	+	110871795
PDIK1L	chr1	+	26111837
PFN3	chr5	-	177400661
PGK2	chr6	-	49787285
PIGO	chr9	-	35096564
PKN2	chr1	+	88684273
PLAC9	chr10	+	80132730
PLCD1	chr3	-	38024787
PLEKHA8	chr7	+	30028412
PLOD1	chr1	+	11934717
PLPPR1	chrCHR_HSCHR9_1_CTG5	+	101028709
PMEL	chr12	-	55966662
POLA2	chr11	+	65261962
POLDIP2	chr17	-	28357527
POLH	chr6	+	43576185
POLL	chr10	-	101588257
PPP1R42	chr8	-	67021345
PPP1R8	chr1	+	27830822
PREB	chr2	-	27134636
PRIM2	chr6	+	57317630
PRIMPOL	chr4	+	184649725
PRKAB2	chr1	-	147172470
PRMT1	chr19	+	49675897
PRODH	chrKI270734.1	-	161852
PRR23D2	chr8	-	7781413
PRR29	chr17	+	63998351
PRY	chrY	+	22490397
PTPN1	chr20	+	50510383
PTPN23	chr3	+	47381021
PYGO1	chr15	-	55588345
RAB23	chr6	-	57222307
RAB2B	chr14	-	21476959
RAB35	chr12	-	120116753
RAB5B	chr12	+	55974078
RAC3	chr17	+	82031678
RAD54L	chr1	+	46247763
RALGAPA1	chr14	-	35809295
RAPGEF4	chr2	+	172735845
RASA4	chr7	-	102616756
RBFOX2	chr22	-	36028824
RBM23	chr14	-	22919149
RBMY1A1	chrY	+	21534879
RDH5	chr12	+	55720393
REPS2	chrX	+	16946658
REXO4	chrCHR_HG2030_PATCH	-	133418158
RGS21	chr1	+	192316992
RHEB	chr7	-	151519895
RHOT1	chr17	+	32142466
RIOK2	chr5	-	97183247
RIT2	chr18	-	43115691
RNF121	chr11	+	71929046
RNF13	chr3	+	149812770
RNF130	chr5	-	180071721
RNF151	chr16	+	1966823
RNPC3	chr1	+	103525699
RNPEP	chr1	+	201982648
RPEL1	chr10	+	103245887
RPL29	chr3	-	51995857
RPL36A	chrX	+	101390824
RPL36AL	chr14	-	49620626
RPRD1A	chr18	-	36067559
RPRD2	chr1	+	150364147
SC5D	chr11	+	121292771
SCGB1A1	chr11	+	62405103
SDR16C5	chr8	-	56320175
SEC14L6	chr22	-	30546741
SEC22A	chr3	+	123208322
SEC31B	chr10	-	100519861
SEMA6B	chr19	-	4581776
SEPSECS	chr4	-	25160546
SERPINA3	chr14	+	94612391
SERPINB6	chr6	-	2970743
SERPINF2	chrCHR_HSCHR17_1_CTG2	+	1741760
SFXN2	chr10	+	102714636
SGCA	chr17	+	50166005
SH3TC1	chr4	+	8199371
SHLD2	chr10	+	87095206
SHPRH	chr6	-	145964358
SIRT4	chr12	+	120302321
SIX6	chr14	+	60509146
SLC15A4	chr12	-	128823958
SLC19A3	chr2	-	227718028
SLC26A3	chr7	-	107803223
SLC4A1AP	chr2	+	27663426
SLC4A4	chr4	+	71187259
SLC9A2	chr2	+	102619553
SLIT1	chr10	-	97185959
SLITRK6	chr13	-	85799419
SMARCAL1	chr2	+	216412510
SMCO1	chr3	-	196515346
SNAP47	chr1	+	227735005
SNTG1	chr8	+	49911407
SNX15	chr11	+	65027439
SOX8	chr16	+	981770
SPANXC	chrX	-	141242517
SPATA31C1	chr9	+	87917962
SPATS2	chr12	+	49367465
SPDEF	chr6	-	34556329
SPDYE18	chr7	-	77062558
SPIRE2	chr16	+	89828475
SPRR4	chr1	+	152970648
SPSB2	chr12	-	6873336
SPTBN1	chr2	+	54456317
SSBP3	chr1	-	54406394
SSX1	chrX	+	48255392
SSX5	chrX	-	48196763
SUCLA2	chr13	-	48037942
SUGT1	chr13	+	52652836
SURF6	chrCHR_HG2030_PATCH	-	133336336
SYNM	chr15	+	99105080
SYPL2	chr1	+	109466546
SYT1	chr12	+	78864965
SYVN1	chr11	-	65134429
TAFA2	chr12	-	62192773
TAS2R5	chr7	+	141790217
TATDN3	chr1	+	212791894
TBC1D19	chr4	+	26584084
TDRD9	chr14	+	103928456
TEKT2	chr1	+	36084094
TEPP	chr16	+	57976544
TEX47	chr7	-	88795737
TFB1M	chr6	-	155314484
THEMIS2	chr1	+	27872544
THY1	chr11	-	119423172
TLNRD1	chr15	+	81000923
TMC8	chr17	+	78130771
TMCO6	chr5	+	140639451
TMEM202	chr15	+	72398305
TMEM230	chr20	-	5113042
TMEM52B	chr12	+	10179032
TNS3	chr7	-	47537342
TOLLIP	chr11	-	1302790
TOMM40L	chr1	+	161225939
TP53INP1	chr8	-	94949366
TRAPPC13	chr5	+	65625027
TRAT1	chr3	+	108822786
TRIM32	chr9	+	116687305
TRIM77	chr11	+	89710299
TRPS1	chr8	-	115668975
TSC22D2	chr3	+	150408298
TSKS	chr19	-	49763306
TTF1	chr9	-	132406840
TXNL4B	chr16	-	72093620
TYMS	chr18	+	657653
UBA6	chr4	-	67701155
UBE4B	chr1	+	10032832
UBXN7	chr3	-	196432427
UPK3B	chr7	+	76510552
UPP2	chr2	+	157876702
USP49	chr6	-	41894160
VCAM1	chr1	+	100719742
VEGFD	chrX	-	15384413
VIPAS39	chr14	-	77457605
VPS13B	chr8	+	99013274
VPS37D	chr7	+	73667831
VSIG2	chr11	-	124752193
WASF1	chr6	-	110180004
WDR13	chrX	+	48597492
WDR38	chr9	+	124853417
WDR81	chr17	+	1724704
XPO4	chr13	-	20902746
XPO6	chr16	-	28211965
ZBED5	chr11	-	10858073
ZC3H3	chr8	-	143541447
ZCWPW1	chr7	-	100428703
ZDHHC14	chr6	+	157381190
ZFP1	chrCHR_HSCHR16_5_CTG3_1	+	75148524
ZNF101	chr19	+	19668839
ZNF12	chr7	-	6706947
ZNF264	chr19	+	57191500
ZNF343	chr20	-	2524522
ZNF395	chr8	-	28386460
ZNF565	chr19	-	36246257
ZNF575	chr19	+	43525497
ZNF585A	chr19	-	37172695
ZNF611	chr19	-	52735054
ZNF655	chr7	+	99558825
ZNF658	chr9	+	66900738
ZNF701	chr19	+	52570664
ZNF703	chr8	+	37695782
ZNF713	chr7	+	55887456
ZNF729	chr19	+	22286441
ZNF74	chr22	+	20394151
ZNF8	chr19	+	58278955
ZSCAN5A	chr19	-	56228290
ZYG11A	chr1	+	52842760
AADAC	chr3	+	151814116
ABHD10	chr3	+	111979026
ACBD4	chr17	+	45132600
ACIN1	chr14	-	23095614
ACTL9	chr19	-	8698795
ACY3	chr11	-	67650730
ADAMDEC1	chr8	+	24384285
ADCY5	chr3	-	123449090
ADGB	chr6	+	146598972
ADGRB2	chr1	-	31764340
ADPRS	chr1	+	36088892
AK6	chrCHR_HSCHR5_2_CTG1_1	-	69369556
AKR1C1	chr10	+	4963415
ALDOB	chr9	-	101435774
ALPK3	chr15	+	84817356
AMIGO2	chr12	-	47079865
AMY2A	chr1	+	103617427
ANKRD13B	chr17	+	29593132
ANXA11	chr10	-	80205572
AP3S1	chr5	+	115841935
AP5M1	chr14	+	57268971
APEH	chr3	+	49674351
APEX2	chrX	+	55000363
APOBEC3G	chr22	+	39077275
APOC4	chr19	+	44942237
APOL4	chr22	-	36204840
ARSH	chrX	+	3006546
ART3	chr4	+	76074708
ASGR2	chr17	-	7114822
ATF7-NPFF	chr12	-	53625979
ATG16L2	chr11	+	72814411
ATP6V0B	chr1	+	43974944
ATPSCKMT	chr5	-	10249888
BBC3	chr19	-	47231199
BCL11B	chr14	-	99272197
BMP15	chrX	+	50910735
BOLA2B	chr16	-	30194306
BORCS6	chr17	-	8190180
C11orf54	chr11	+	93741672
C11orf80	chr11	+	66744736
C16orf95	chr16	-	87317392
C1orf167	chr1	+	11762193
C2orf81	chr2	-	74416583
CABP4	chr11	+	67455354
CCIN	chr9	+	36169388
CCL21	chr9	-	34710136
CCNQ	chrX	-	153599139
CCSER2	chr10	+	84328663
CCT2	chr12	+	69585666
CDC14B	chr9	-	96619843
CDC42EP1	chr22	+	37560480
CDC42SE2	chr5	+	131264053
CDH16	chr16	-	66918885
CDH2	chr18	-	28177130
CDK14	chr7	+	90596321
CDK5RAP1	chr20	-	33401561
CDKN2AIP	chr4	+	183444636
CDX2	chr13	-	27969315
CELSR1	chr22	-	46537620
CER1	chr9	-	14722733
CES4A	chr16	+	66988589
CFAP20DC	chr3	-	59050012
CFAP54	chr12	+	96489577
CGREF1	chr2	-	27119128
CHRM4	chr11	-	46391776
CKMT2	chr5	+	81233324
CLSPN	chr1	-	35769978
CNKSR3	chr6	-	154510685
CNN2	chr19	+	1026629
COMMD7	chr20	-	32743467
COPB1	chr11	-	14499852
CPNE7	chr16	+	89575768
CREB1	chr2	+	207529962
CRLF3	chr17	-	30824692
CROCC	chr1	+	16921931
CRY1	chr12	-	107093549
CRYGA	chr2	-	208163589
CSF2RA	chrX	+	1268808
CST9	chr20	-	23605917
CTAG2	chrX	-	154653579
CTNNA2	chr2	+	79185231
CTRC	chr1	+	15438443
CTSC	chr11	-	88337780
CYP2A6	chr19	-	40850447
CYP2J2	chr1	-	59926773
DAOA	chr13	+	105466270
DCAF11	chr14	+	24114777
DCANP1	chr5	-	135447348
DEDD	chr1	-	161132667
DEFB126	chr20	+	142590
DEFB129	chr20	+	227258
DENND1B	chr1	-	197775480
DLEC1	chr3	+	38039208
DLX6	chr7	+	97005553
DMRTC2	chr19	+	41845042
DNAH7	chr2	-	196068837
DNAJC1	chr10	-	22003730
DPP9	chr19	-	4716127
DRAM1	chr12	+	101877580
DRG2	chr17	+	18087948
DSN1	chr20	-	36773751
DUSP22	chr6	+	325167
DVL3	chr3	+	184155377
ECT2L	chr6	+	138796087
EDA	chrX	+	69616067
EIF2B4	chr2	-	27370326
EIF2S3	chrX	+	24054956
EIF3M	chr11	+	32583831
EIF4E	chr4	-	98929133
ELAC1	chr18	+	50968040
ELAPOR1	chr1	+	109114115
ELOA	chr1	+	23743471
ELOB	chr16	-	2777289
ELP6	chr3	-	47513712
ENPP1	chr6	+	131808020
EPAS1	chr2	+	46297407
EPHB6	chr7	+	142855061
EPHX4	chr1	+	92029985
ERAP2	chr5	+	96876500
ERN1	chr17	-	64130125
EXOC3L1	chr16	-	67190136
EXOSC1	chr10	-	97446006
FAM124B	chr2	-	224401994
FAM171B	chr2	+	186694060
FAM174A	chr5	+	100535374
FAM181B	chr11	-	82733864
FAM209A	chr20	+	56524744
FAM222A	chr12	+	109713825
FAM76B	chr11	-	95789782
FAM83A	chr8	+	123179047
FAM86B2	chr8	-	12436400
FASTK	chr7	-	151080809
FBXL12	chr19	-	9819079
FBXL3	chr13	-	77027159
FFAR2	chr19	+	35448257
FHL2	chr2	-	105399667
FKBP8	chr19	-	18543577
FMR1NB	chrX	+	147981337
FOXL3	chr7	+	290170
FOXN1	chr17	+	28506243
FRS2	chr12	+	69470388
FXYD4	chr10	+	43371636
FXYD7	chr19	+	35143255
FZD6	chr8	+	103298898
GABRD	chr1	+	2019345
GAL3ST4	chr7	-	100168617
GARNL3	chr9	+	127263662
GARS1	chr7	+	30594878
GATA5	chr20	-	62475995
GDF7	chr2	+	20667144
GGPS1	chr1	+	235328570
GIMAP2	chr7	+	150685706
GJA4	chr1	+	34792999
GLDN	chr15	+	51341655
GLTP	chr12	-	109880541
GMDS	chr6	-	2245605
GNB2	chr7	+	100673740
GOLGA7B	chr10	+	97849843
GOLM1	chr9	-	86099558
GPAA1	chr8	+	144082596
GPAM	chr10	-	112183765
GPBAR1	chr2	+	218261015
GPHB5	chr14	-	63318935
GPR22	chrCHR_HG2266_PATCH	+	107470182
GPR89B	chr1	+	147928420
GPRASP1	chrX	+	102651092
GRAP	chr17	-	19046957
GSTM1	chr1	+	109687817
GTPBP8	chr3	+	112990984
GUCA1C	chr3	-	108953879
H1-2	chr6	-	26056470
H2AC18	chr1	-	149842750
H3C4	chr6	-	26197286
H3Y2	chr5	-	17492076
H4C12	chr6	-	27831560
HDAC3	chr5	-	141636849
HDGFL3	chr15	-	83207823
HDX	chrX	-	84502453
HES4	chr1	-	1000172
HMBS	chr11	+	119085271
HMGB2	chr4	-	173334358
HOXA5	chr7	-	27143681
HOXB1	chr17	-	48531011
HPRT1	chrX	+	134460165
HPS5	chrCHR_HG2111_PATCH	-	18322140
HS3ST5	chr6	-	114343023
HSD17B7	chr1	+	162790702
HSFY1	chrY	+	18546720
HSPA4L	chr4	+	127782322
HSPB6	chr19	-	35757029
ID4	chr6	+	19837370
IFT22	chr7	-	101321812
IGFBP4	chr17	+	40443450
IKBKB	chr8	+	42271302
IL6ST	chr5	-	55994963
IL9	chr5	-	135895841
IMPG1	chr6	-	76072662
INSL5	chr1	-	66801276
IRF8	chr16	+	85913826
IRX1	chr5	+	3595832
ITIH2	chr10	+	7703316
KASH5	chr19	+	49388249
KBTBD7	chr13	-	41194569
KHDRBS1	chr1	+	32013868
KIAA0319	chr6	-	24646155
KLHL14	chr18	-	32773023
KRT25	chr17	-	40755331
KRT26	chr17	-	40772201
KRT6A	chr12	-	52493257
KRTAP5-3	chrCHR_HSCHR11_2_CTG1_1	-	1608489
KRTAP5-7	chr11	+	71527267
KRTAP6-3	chr21	+	30592440
LAD1	chr1	-	201399324
LAMB1	chr7	-	108003161
LAMTOR1	chr11	-	72103236
LCE1B	chr1	+	152811971
LECT2	chr5	-	135954983
LHCGR	chr2	-	48755724
LILRA6	chrCHR_HSCHR19LRC_PGF2_CTG3_1	-	54243483
LIN7A	chr12	-	80937934
LINS1	chr15	-	100602184
LMAN2	chr5	-	177351676
LPAR1	chr9	-	111038470
LRFN2	chr6	-	40587364
LRRC32	chr11	-	76670000
LRRC45	chr17	+	82023305
LRRC47	chr1	-	3796498
LRRC63	chr13	+	46211928
M1AP	chr2	-	74648330
MAF1	chr8	+	144104512
MAGEE1	chrX	+	76427710
MAOB	chrX	-	43882450
MAP3K21	chr1	+	233327724
MAPK8	chr10	+	48306753
MAZ	chr16	+	29806529
MBOAT4	chr8	-	30144665
MBP	chr18	-	76990023
MC3R	chr20	+	56248732
MC5R	chr18	+	13824149
MCCC2	chr5	+	71587317
MED12	chrX	+	71118543
MED22	chrCHR_HG2030_PATCH	-	133347851
MEPCE	chr7	+	100429831
MFSD11	chr17	+	76735865
MIB1	chr18	+	21740792
MIEF2	chrCHR_HSCHR17_3_CTG1	+	18260662
MILR1	chr17	+	64449115
MLH1	chr3	+	36993776
MMP17	chr12	+	131828393
MMP28	chr17	-	35795641
MPG	chr16	+	78257
MPLKIP	chr7	-	40134622
MPPED2	chr11	-	30586281
MRPL38	chr17	-	75904884
MRPL54	chr19	+	3762682
MT1X	chr16	+	56682470
MTURN	chr7	+	30134986
MVK	chr12	+	109573794
MYO19	chrCHR_HSCHR17_7_CTG4	-	36535360
N4BP2	chr4	+	40056850
NCK2	chr2	+	105744912
NCOR2	chr12	-	124567612
NDUFB7	chr19	-	14572066
NDUFS8	chr11	+	68030681
NELFCD	chr20	+	58981208
NEU3	chr11	+	74988933
NEURL4	chrCHR_HG2087_PATCH	-	7332372
NFE2L2	chr2	-	177264753
NGLY1	chr3	-	25783443
NIF3L1	chr2	+	200889369
NKAIN2	chr6	+	123803865
NKAP	chrX	-	119943751
NOTO	chr2	+	73202574
NSMCE1	chr16	-	27268772
OBI1	chr13	-	78659155
OR11A1	chrCHR_HSCHR6_MHC_SSTO_CTG1	-	29457549
OR2T34	chr1	-	248574757
OR2T6	chr1	+	248375746
OR52N1	chr11	-	5791265
OR7C1	chr19	-	14835285
OSBPL1A	chr18	-	24397824
OSGEPL1	chr2	-	189763227
OSGIN1	chr16	+	83949067
PAF1	chr19	-	39391106
PAIP2	chr5	+	139342442
PAX3	chr2	-	222298998
PCBP2	chr12	+	53452102
PCP2	chr19	-	7633719
PCSK5	chr9	+	75890673
PDE4D	chr5	-	59893726
PDSS2	chr6	-	107459564
PEX11G	chr19	-	7497449
PGAM2	chr7	-	44065567
PGLYRP3	chr1	-	153312952
PHF24	chr9	+	34958285
PIP5K1C	chr19	-	3700390
PKD2	chr4	+	88007635
PLA2G15	chr16	+	68245373
PLCXD1	chrX	+	281381
PLD5	chr1	-	242524697
PLEKHG4	chr16	+	67277510
PNN	chr14	+	39175254
POMT1	chr9	+	131502906
PPIE	chr1	+	39738882
PPP1R26	chr9	+	135479782
PPP3CC	chr8	+	22441078
PRAC2	chr17	+	48723185
PRAMEF14	chr1	-	13347134
PRAMEF15	chr1	+	13315581
PREX2	chr8	+	67952046
PRKCSH	chr19	+	11435745
PRM3	chr16	-	11273629
PROSER3	chr19	+	35758176
PRR5L	chr11	+	36376005
PRRC2C	chr1	+	171485530
PSMD2	chr3	+	184299241
PSORS1C2	chrCHR_HSCHR6_MHC_COX_CTG1	-	31131862
PTPN12	chr7	+	77537295
PTPN22	chr1	-	113871712
PXDC1	chr6	-	3751713
RAB3B	chr1	-	51990700
RAB41	chrX	+	70282172
RAP1GAP2	chr17	+	2796438
RAPGEFL1	chr17	+	40177470
RARRES2	chr7	-	150341643
RASEF	chr9	-	83063142
RASL11A	chr13	+	27270830
RASSF6	chr4	-	73620436
RASSF8	chr12	+	25958682
RBX1	chr22	+	40951378
RDM1	chrCHR_HSCHR17_7_CTG4	-	35930769
RFX7	chr15	-	56245082
RGPD3	chr2	-	106468413
RLF	chr1	+	40161387
RLN2	chr9	-	5304716
RNASEK	chr17	+	7012417
RNF111	chr15	+	58987663
RNF122	chr8	-	33567128
RNF139	chr8	+	124474880
RP1L1	chr8	-	10655143
RPP25L	chr9	-	34612104
RPS26	chr12	+	56041351
RREB1	chr6	+	7107961
RRP12	chr10	-	97426074
RTL6	chr22	-	44498233
RWDD2A	chr6	+	83193357
S100P	chr4	+	6693878
SATL1	chrX	-	85243779
SCD5	chr4	-	82798796
SCGB2A1	chr11	+	62208673
SDAD1	chr4	-	75990945
SEMA7A	chrCHR_HG2198_PATCH	-	74435802
SERF2	chr15	+	43792320
SERPIND1	chr22	+	20774113
